Period,Austria,Belgium,Bulgaria,Cyprus,Czech Republic,EU (changing composition),Germany,Denmark,Estonia,Spain,Finland,France,Greece,Croatia,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia
2007Dec,86.36,78.43,103.18,79.91,86.0,88.81,92.2,73.7,79.13,88.14,85.45,91.94,93.82,114.89,71.72,87.5,91.4,83.95,81.02,76.45,72.45,89.59,87.4,80.03,92.64,87.33,75.05,89.28
2007Nov,85.98,77.65,99.65,80.62,84.4,88.15,92.8,74.3,77.73,88.30,85.38,89.54,93.93,111.10,68.68,85.3,91.4,83.56,82.26,76.29,71.32,88.39,86.9,78.19,91.22,83.96,70.26,87.63
2007Oct,84.43,76.63,94.50,78.98,77.0,86.47,92.4,73.1,76.83,87.81,85.33,87.92,91.56,102.79,65.23,83.5,90.6,81.51,79.12,75.78,70.87,85.42,84.7,77.15,87.82,82.43,69.15,83.44
2007Sep,79.51,75.61,91.93,78.26,73.7,84.89,91.4,68.8,68.12,86.62,85.18,87.23,90.49,92.75,63.16,81.3,90.4,77.96,78.12,71.35,69.56,83.58,81.9,76.03,80.52,81.70,65.03,81.44
2007Aug,78.60,74.40,86.35,77.52,72.1,82.71,88.5,66.4,67.21,86.58,84.95,87.21,89.19,90.38,60.80,80.8,90.3,72.39,76.46,68.07,68.95,82.48,78.6,76.09,70.98,81.40,64.36,80.22
2007Jul,78.10,73.84,73.92,77.29,71.6,80.71,75.8,66.6,65.80,86.21,85.08,86.99,89.69,89.62,59.38,80.8,90.2,69.87,76.01,67.19,68.80,80.88,77.2,76.72,69.82,81.36,63.99,80.01
2007Jun,76.44,72.97,70.90,77.14,71.2,80.56,75.0,66.6,65.15,86.60,84.82,86.73,91.46,89.48,59.76,79.6,90.1,68.76,75.71,66.65,68.70,80.40,76.1,77.98,69.40,81.17,64.10,80.24
2007May,76.06,72.90,64.38,78.04,70.6,80.47,74.6,66.3,64.14,87.15,84.65,87.03,90.75,89.77,60.15,79.8,90.2,68.12,76.31,66.86,68.33,80.64,76.1,78.72,69.55,81.21,63.30,80.47
2007Apr,76.50,72.68,63.62,77.15,71.0,80.37,73.7,65.5,64.35,87.56,84.39,87.11,91.41,89.71,60.64,78.9,90.0,67.64,76.26,66.46,67.93,81.04,75.9,77.45,69.63,81.52,62.20,79.37
2007Mar,76.58,72.75,63.44,76.34,71.2,80.51,73.5,65.5,63.46,87.97,84.57,87.37,90.64,89.57,60.98,78.4,90.2,67.70,75.17,65.87,67.94,81.16,76.0,77.95,69.72,81.70,62.56,80.11
2007Feb,75.99,73.08,63.31,76.20,71.4,80.60,73.5,65.2,63.82,88.53,84.21,87.83,89.98,89.25,60.82,77.5,90.3,67.31,76.02,64.97,67.70,81.51,76.1,78.27,69.72,81.46,62.50,81.16
2007Jan,76.49,73.16,63.10,76.86,71.0,81.02,73.3,65.3,63.26,89.52,84.18,88.43,92.69,89.43,60.54,77.5,90.7,66.34,75.90,64.49,67.89,81.78,76.1,79.50,69.69,81.14,62.27,81.51
2006Dec,76.12,73.27,63.06,77.23,70.7,81.78,73.5,64.8,61.34,96.85,83.23,88.57,93.41,88.57,60.44,77.5,90.5,65.02,75.91,64.50,67.66,82.09,75.8,78.92,69.68,81.41,62.64,79.25
2006Nov,76.18,73.32,63.12,75.82,70.5,82.33,73.5,64.3,60.16,99.43,83.55,88.64,94.78,88.71,60.18,77.5,91.0,64.59,75.60,64.62,67.51,81.05,76.0,81.63,69.76,81.70,63.14,80.95
2006Oct,75.81,73.63,63.25,77.37,70.8,82.49,73.3,64.7,60.24,100.35,83.86,88.61,96.03,88.63,60.40,77.7,91.0,64.44,76.14,63.95,67.33,81.42,76.1,82.29,69.58,81.73,63.11,81.13
2006Sep,76.23,73.44,63.51,77.46,70.8,82.48,73.6,64.8,60.95,100.65,83.93,88.62,98.13,88.34,59.61,77.9,90.5,63.56,76.28,63.45,67.15,81.29,76.0,82.36,69.81,81.52,63.00,81.11
2006Aug,75.94,73.20,63.47,77.54,71.1,82.62,73.5,64.9,60.41,101.91,83.03,88.88,99.14,87.70,56.60,78.2,90.3,63.12,75.62,61.63,66.95,81.07,75.8,83.94,70.02,81.62,63.21,80.65
2006Jul,75.88,72.39,62.87,75.97,71.3,83.38,73.4,64.9,58.61,109.78,83.20,88.83,99.83,87.56,56.05,78.5,90.0,62.43,75.50,61.85,66.26,81.47,75.6,85.75,70.25,81.39,63.52,80.63
2006Jun,75.67,71.94,62.14,75.70,71.6,83.48,73.4,64.8,58.23,111.53,83.41,88.49,99.89,87.87,55.93,78.8,89.8,62.58,75.58,60.52,65.93,81.95,75.6,86.80,70.36,81.42,63.10,80.63
2006May,75.73,71.93,61.87,75.60,71.5,83.26,73.2,64.4,57.57,111.73,83.40,88.43,99.24,88.05,56.51,79.6,89.0,62.36,75.43,61.03,65.72,81.90,75.7,88.28,70.52,81.16,62.05,80.42
2006Apr,75.24,71.66,61.82,74.94,71.1,82.83,72.8,64.2,57.14,112.14,82.10,87.98,99.00,87.49,56.22,79.7,88.3,62.06,74.72,60.75,64.89,81.40,75.7,88.18,70.56,81.09,61.79,79.20
2006Mar,74.12,70.94,62.04,74.64,72.0,82.33,72.8,64.4,56.69,110.91,82.06,87.58,98.21,87.86,56.38,79.6,87.5,61.75,73.98,61.03,63.90,80.40,76.0,87.35,70.41,81.17,62.70,80.94
2006Feb,73.81,70.31,62.00,74.34,71.9,80.94,72.8,64.4,57.25,105.51,82.09,86.99,94.34,87.68,57.02,79.4,86.0,62.20,73.68,60.08,63.29,80.62,76.3,84.46,70.80,80.97,62.28,80.91
2006Jan,73.23,69.66,62.04,72.62,72.4,80.03,73.0,64.2,56.99,102.39,81.87,85.94,93.19,87.38,56.97,78.6,84.5,62.11,73.01,59.81,63.18,79.22,76.5,83.65,70.74,80.06,61.65,81.34
2005Dec,73.26,69.23,61.68,70.92,72.1,79.29,73.1,64.1,55.78,99.11,80.91,85.09,92.24,86.37,56.62,78.7,83.3,61.73,72.76,58.73,62.93,79.15,76.4,82.78,70.64,80.58,61.72,80.33
2005Nov,72.75,69.07,61.63,71.28,72.4,77.76,73.0,64.2,56.27,90.84,81.22,84.59,89.44,86.06,56.42,78.9,81.7,61.66,72.80,59.03,62.54,79.63,76.8,81.35,70.73,80.79,60.71,81.64
2005Oct,73.01,69.35,61.50,71.28,73.0,76.58,73.1,64.3,55.99,84.77,80.89,84.40,87.50,85.44,56.35,78.5,80.1,61.96,72.80,59.59,62.38,79.35,77.1,76.79,70.62,80.71,61.06,81.73
2005Sep,73.07,69.94,61.23,71.39,72.7,76.11,73.0,64.2,55.95,82.65,81.02,84.24,86.84,84.95,56.07,78.7,79.5,61.93,73.20,59.45,62.08,79.71,77.2,75.26,70.33,80.78,61.50,80.97
2005Aug,72.96,70.23,60.58,71.33,72.4,75.89,73.0,63.9,56.58,82.13,81.33,84.13,85.62,84.76,55.41,78.6,79.4,61.75,73.08,58.58,61.89,79.70,77.3,72.23,70.26,81.04,61.61,81.52
2005Jul,73.02,70.13,59.61,70.58,72.9,76.05,73.1,63.9,55.63,83.71,81.48,83.85,85.82,84.45,55.26,78.5,79.2,61.43,72.56,58.78,61.76,80.54,77.5,72.13,70.22,80.84,61.60,82.06
2005Jun,73.34,70.51,58.99,70.07,73.1,76.25,73.4,63.7,55.85,86.09,81.39,83.61,84.93,84.45,55.16,78.5,79.2,61.67,72.68,58.23,61.72,80.37,77.7,72.04,70.29,80.85,62.30,82.58
2005May,73.02,70.32,58.87,69.77,73.2,76.47,74.0,63.9,56.09,86.09,81.24,83.33,84.57,84.21,55.99,78.4,79.4,61.47,73.17,58.80,61.49,80.61,78.0,73.20,70.39,80.82,62.00,83.37
2005Apr,73.35,70.30,58.97,69.32,73.8,76.52,74.3,63.4,55.36,85.56,81.34,83.48,83.85,83.72,56.31,78.6,79.2,61.00,73.41,57.98,61.39,80.25,78.5,73.44,70.56,80.99,62.15,83.72
2005Mar,72.66,70.44,59.01,70.11,73.9,76.31,74.5,63.5,54.59,83.53,80.95,83.33,82.98,82.74,56.67,78.5,79.0,61.48,72.32,57.01,61.03,81.38,79.0,72.90,70.63,80.96,61.88,83.71
2005Feb,73.64,70.40,59.24,69.89,74.3,76.20,75.4,63.1,56.35,79.66,81.42,83.64,82.01,83.80,57.24,78.5,79.2,60.51,72.20,55.88,60.77,81.33,79.5,73.69,70.49,82.49,63.10,85.28
2005Jan,73.44,69.87,59.46,69.91,74.1,76.26,75.3,63.4,56.69,79.66,81.39,83.38,83.83,83.05,56.82,77.6,79.1,59.86,71.86,55.87,60.33,81.63,79.9,73.58,70.02,82.31,62.75,86.56
2004Dec,72.76,69.58,59.42,69.66,73.9,76.23,75.4,63.3,56.00,79.57,80.54,83.26,84.09,82.57,56.26,77.7,79.2,59.70,71.55,54.61,60.11,81.55,80.0,74.16,69.42,81.88,61.90,85.49
2004Nov,72.51,69.74,59.13,69.84,74.1,76.27,75.5,63.2,55.25,80.01,81.05,83.38,83.63,82.92,56.03,77.8,79.2,59.56,71.92,54.49,59.96,82.59,79.8,74.76,68.22,82.00,62.08,87.16
2004Oct,72.48,69.77,59.11,69.32,74.3,76.30,75.6,63.3,53.96,80.28,81.25,83.62,83.94,83.00,55.48,77.8,79.2,59.47,71.71,54.60,59.76,82.84,79.3,75.17,67.30,82.56,61.75,87.54
2004Sep,72.51,69.81,60.32,69.26,73.2,76.14,75.6,63.4,53.18,80.19,81.32,83.58,83.37,82.70,54.11,77.7,79.1,58.97,71.56,54.32,59.53,84.27,78.6,75.97,66.94,82.84,61.81,87.51
2004Aug,72.97,69.58,61.41,69.14,73.0,76.02,75.7,63.5,55.07,79.93,81.52,83.86,83.27,82.37,53.55,78.0,78.8,58.79,72.37,53.80,59.52,84.42,78.1,76.54,66.75,82.79,61.94,87.65
2004Jul,72.86,69.16,61.96,69.19,72.5,75.84,75.6,63.1,55.00,79.57,81.65,84.07,83.32,81.93,52.67,77.7,78.6,58.77,72.28,53.64,59.66,84.61,77.7,76.54,66.79,83.12,63.33,86.80
2004Jun,72.54,69.14,61.91,67.50,72.2,75.42,75.6,63.5,55.08,79.13,81.72,84.13,83.34,81.99,52.03,77.4,78.4,58.67,72.40,53.62,59.56,84.61,76.1,75.58,66.98,83.08,63.90,81.71
2004May,72.27,69.41,62.15,62.29,72.3,74.90,75.7,63.6,54.42,78.52,81.54,84.11,83.07,82.38,51.87,77.4,78.2,59.14,72.76,53.53,59.89,84.90,73.6,75.27,66.84,82.85,63.84,81.22
2004Apr,72.87,69.41,62.03,62.29,72.5,74.48,75.7,63.4,53.25,77.11,82.08,84.00,79.92,82.96,52.13,77.3,77.9,57.77,72.38,53.26,59.85,84.90,73.1,74.40,66.71,82.91,63.85,80.52
2004Mar,72.11,69.27,62.06,62.58,72.4,73.62,76.0,64.1,53.17,70.59,81.87,84.12,79.41,83.10,52.26,77.5,77.9,57.60,72.59,52.10,59.84,85.03,73.4,73.93,66.82,83.09,63.99,83.38
2004Feb,72.46,69.25,62.38,61.89,72.7,73.48,76.0,64.1,53.12,70.59,81.91,84.19,77.01,83.54,52.50,78.1,77.7,57.60,72.80,51.43,59.65,85.59,73.3,73.53,66.85,83.12,63.88,83.01
2004Jan,72.31,68.84,62.54,67.44,72.5,73.21,76.3,64.3,52.96,70.86,82.09,84.04,75.27,85.59,52.53,78.3,77.3,57.37,73.08,50.51,59.47,85.45,73.0,73.44,66.58,83.36,64.13,82.83
2003Dec,72.06,68.54,62.59,67.02,72.0,73.18,76.4,64.6,52.72,70.51,80.45,83.93,75.36,85.05,50.82,78.3,77.3,57.29,72.58,49.50,59.25,86.19,72.7,73.01,66.31,82.71,63.47,79.07
2003Nov,71.80,68.54,62.44,66.97,72.1,73.07,76.5,64.4,51.82,70.15,81.13,84.04,74.87,85.10,50.81,78.3,77.0,57.23,72.40,49.07,59.10,87.80,72.3,74.11,66.56,82.64,64.71,79.06
2003Oct,71.84,68.54,63.25,66.53,71.7,72.89,76.4,64.3,51.18,69.45,80.85,84.12,74.65,85.20,50.55,78.4,76.6,57.13,72.87,49.50,58.81,89.26,71.3,74.10,66.66,82.31,64.38,77.38
2003Sep,71.71,68.83,63.96,66.65,70.2,72.23,76.3,64.0,50.60,66.81,80.95,84.20,74.82,85.17,50.18,79.0,76.0,57.45,72.98,49.16,58.70,88.90,69.3,72.37,66.84,82.42,64.22,75.05
2003Aug,72.00,68.83,64.70,66.23,68.8,72.13,76.4,64.2,51.34,66.72,81.27,84.28,74.23,85.03,50.29,79.3,75.4,57.71,72.69,50.03,58.46,89.37,68.1,72.71,67.31,82.41,63.55,73.60
2003Jul,71.57,68.98,64.46,65.96,68.8,72.05,76.4,64.1,51.14,66.55,80.78,84.24,73.61,84.78,49.89,79.3,75.3,58.05,72.64,49.75,58.29,89.65,67.7,73.42,67.50,82.61,63.72,73.79
2003Jun,72.26,68.92,64.37,65.75,69.2,72.01,76.3,64.2,50.95,66.46,80.90,84.32,73.08,84.98,50.51,79.3,75.1,58.39,72.38,49.85,58.23,89.26,67.7,74.57,67.87,81.89,63.80,73.73
2003May,72.08,68.91,64.73,65.70,69.3,71.87,76.4,64.2,51.33,66.02,80.89,84.19,73.21,84.83,51.12,78.4,74.8,58.68,71.96,49.84,58.12,88.97,67.7,75.06,67.98,81.90,63.84,74.49
2003Apr,71.82,69.00,64.88,65.79,68.9,71.76,76.4,64.0,51.22,66.19,80.82,83.88,73.20,84.05,51.61,78.6,74.7,58.75,72.66,49.30,57.99,88.66,67.7,74.97,68.20,82.10,64.07,74.55
2003Mar,71.88,69.09,65.04,65.79,69.5,71.80,76.3,63.3,50.67,66.46,80.68,83.80,72.99,84.43,51.90,79.1,74.8,59.05,72.39,48.85,57.80,88.67,67.9,74.71,68.04,82.27,64.55,74.90
2003Feb,72.05,69.03,64.75,65.92,69.9,71.72,76.3,63.7,50.52,66.55,80.93,83.92,73.04,84.13,52.72,79.1,74.4,59.09,72.36,49.16,57.67,87.70,68.0,74.24,68.11,82.14,64.46,74.12
2003Jan,72.12,68.92,64.90,65.62,70.3,71.52,76.0,63.6,49.14,66.37,80.92,83.65,72.80,84.02,52.81,79.0,74.4,59.19,72.25,48.28,57.45,87.08,68.1,73.89,68.12,81.47,64.24,72.83
2002Dec,71.64,68.44,64.28,65.39,70.5,71.39,76.2,62.8,48.91,66.28,78.94,83.32,72.92,83.57,52.53,78.9,74.2,58.23,72.13,47.35,57.13,87.48,67.8,73.16,68.14,80.88,63.74,68.82
2002Nov,71.31,68.48,64.15,65.75,70.4,71.47,76.2,64.0,48.89,66.28,79.04,83.29,73.45,83.75,52.99,78.7,74.3,57.06,72.24,47.03,57.17,87.91,67.5,73.39,68.08,81.06,62.42,69.14
2002Oct,71.47,68.67,65.44,65.90,69.7,71.51,76.0,63.5,48.88,66.28,79.60,83.23,74.13,83.95,53.22,78.6,74.1,56.22,72.20,46.72,56.78,88.25,67.3,73.06,67.79,81.51,62.15,69.25
2002Sep,71.21,68.56,69.20,65.69,69.8,71.41,75.7,63.8,49.39,66.19,79.68,83.07,74.76,84.68,52.63,78.5,74.0,55.48,72.13,46.25,56.33,88.17,67.0,73.15,67.80,81.33,62.43,69.11
2002Aug,71.87,68.57,70.55,65.69,70.0,71.44,75.9,63.3,49.75,66.11,80.11,83.20,74.73,84.55,52.71,78.6,73.8,55.67,72.27,45.41,56.14,88.47,67.0,73.22,67.53,81.28,61.11,68.98
2002Jul,71.96,68.24,71.22,65.43,70.3,71.26,75.9,63.8,49.62,66.11,80.15,82.54,74.51,84.63,52.57,77.8,73.6,55.76,72.56,45.88,56.23,88.09,67.1,72.44,67.27,81.10,60.44,68.98
2002Jun,71.26,68.45,71.88,64.63,71.0,71.14,75.9,64.3,49.63,66.11,80.20,82.16,74.48,85.32,52.83,76.1,73.5,55.97,72.27,45.84,56.47,87.60,67.2,72.28,67.01,80.98,59.02,69.23
2002May,70.91,68.90,72.94,64.03,71.4,70.86,75.8,63.8,49.97,65.93,80.06,81.56,73.95,85.14,53.67,75.8,73.2,56.32,71.90,45.88,56.37,88.12,67.5,71.77,67.08,80.73,59.03,70.13
2002Apr,69.99,68.88,74.54,62.94,71.8,70.37,75.3,64.2,50.12,65.05,79.14,80.64,72.17,84.94,53.87,75.6,73.1,57.36,71.10,45.73,56.27,88.41,67.8,71.61,67.05,81.27,59.02,70.35
2002Mar,69.61,68.95,75.58,62.73,71.7,69.72,75.4,64.1,49.71,63.29,79.13,80.39,70.06,84.89,54.46,75.8,72.5,57.40,70.98,45.28,56.21,87.09,67.9,71.43,66.65,80.69,58.69,70.25
2002Feb,70.17,68.88,75.79,62.58,72.2,69.64,75.7,64.2,49.91,62.14,79.21,80.41,69.17,84.12,54.72,76.3,72.8,57.75,70.96,45.28,55.91,84.35,68.0,71.47,65.80,81.06,57.96,70.87
2002Jan,69.97,68.91,74.39,62.58,72.2,69.31,76.0,64.1,50.10,61.44,79.55,80.44,68.68,80.59,53.91,76.2,72.6,56.93,70.79,45.15,55.62,83.88,67.8,70.61,62.72,78.94,55.83,70.12
2001Dec,69.74,69.11,69.86,62.58,71.5,69.18,77.0,64.0,49.70,60.91,79.16,80.29,68.12,76.83,53.37,76.3,72.4,55.70,70.35,44.66,55.41,83.45,67.3,69.52,56.72,78.20,53.32,68.98
2001Nov,70.07,69.04,65.67,62.72,71.5,69.07,77.3,64.1,49.08,59.86,79.23,80.08,67.88,77.69,52.80,76.2,72.4,54.56,70.33,44.12,55.59,83.36,66.9,70.23,51.67,78.49,50.73,69.16
2001Oct,70.57,69.11,63.38,63.23,71.1,68.56,77.6,63.8,48.25,57.74,79.23,80.03,67.59,78.00,51.53,75.8,72.1,53.77,70.34,43.67,55.61,83.41,66.6,69.24,49.92,78.50,50.33,68.31
2001Sep,70.45,69.12,62.59,62.77,69.8,68.41,77.5,64.0,47.48,56.69,79.31,80.05,67.53,77.72,49.51,75.6,72.0,52.64,69.73,43.71,55.43,83.53,66.3,69.12,47.20,78.79,50.02,67.86
2001Aug,69.61,69.01,61.28,62.19,69.4,68.26,77.4,63.9,46.38,56.25,79.11,79.80,67.24,77.80,49.04,75.5,72.0,51.93,69.70,42.76,55.22,83.57,66.2,68.75,43.92,79.22,50.41,67.85
2001Jul,69.12,68.91,60.83,62.12,69.3,68.13,77.3,64.0,45.73,55.90,79.04,79.53,66.56,78.16,48.57,75.3,72.1,51.08,69.63,42.62,55.04,83.48,66.1,68.91,42.90,78.94,49.42,68.29
2001Jun,69.18,68.58,61.37,62.12,69.4,67.97,77.3,64.0,46.26,55.45,79.02,79.01,66.09,78.01,47.77,74.8,72.2,51.28,69.65,42.66,55.08,83.17,66.0,69.21,42.60,78.66,49.25,68.59
2001May,68.85,68.53,61.16,62.43,69.1,67.72,76.8,64.1,46.93,54.93,78.95,79.03,66.57,79.07,47.77,73.6,71.9,51.41,69.61,42.46,55.13,82.97,66.1,68.40,42.20,78.79,48.50,68.87
2001Apr,69.15,68.63,54.64,62.70,68.6,67.51,76.3,63.8,47.17,54.31,78.00,78.60,66.37,78.77,47.34,73.4,72.0,51.69,69.18,42.72,55.22,82.72,66.4,68.93,41.85,77.38,48.30,68.94
2001Mar,69.20,68.48,53.58,62.35,68.9,67.57,76.3,64.2,47.37,54.49,77.93,78.34,67.67,79.02,47.33,73.4,72.0,51.97,69.15,42.82,55.06,82.86,67.2,68.75,41.87,78.98,48.80,70.36
2001Feb,68.84,68.75,53.78,62.20,69.4,67.75,76.3,64.0,47.76,55.28,77.95,78.25,67.78,79.19,47.12,73.2,72.1,51.90,69.32,42.80,55.12,82.22,68.7,68.98,41.89,78.94,48.98,70.06
2001Jan,69.21,68.80,54.57,62.28,69.5,67.85,76.2,64.2,47.75,55.90,77.87,78.08,67.56,79.46,46.13,73.0,72.2,52.16,69.47,42.83,54.87,81.82,69.3,69.30,41.77,78.12,49.24,69.92
2000Dec,69.28,68.65,55.68,62.91,69.1,67.82,75.8,64.1,47.69,56.34,76.81,77.88,67.32,79.74,45.33,73.0,72.4,52.05,69.34,42.83,54.63,81.18,69.4,68.13,41.42,78.49,49.18,69.19
2000Nov,68.29,68.65,57.66,63.13,69.1,67.79,75.7,64.2,47.93,56.60,76.73,77.57,67.95,81.64,,72.9,72.5,52.13,69.08,42.83,54.43,78.99,69.4,69.22,,79.07,48.63,70.11
2000Oct,69.42,68.65,60.37,63.46,68.6,67.76,75.3,63.8,47.18,57.04,76.52,77.28,67.24,84.17,,72.8,72.5,52.21,69.21,42.64,54.43,78.70,69.4,69.38,,79.16,48.59,70.00
2000Sep,68.89,68.72,62.65,63.58,68.2,67.64,74.5,61.8,46.70,57.66,76.81,76.75,67.48,83.66,,72.5,72.5,52.47,69.15,42.81,54.87,78.55,68.9,69.38,,79.66,48.39,70.13
2000Aug,69.02,68.39,65.40,63.14,67.2,67.53,74.0,61.8,46.52,58.01,76.03,76.79,67.16,83.99,,72.7,72.5,52.82,68.89,42.81,55.24,77.16,68.2,69.64,,79.21,48.73,69.94
2000Jul,69.02,68.59,53.44,63.32,67.0,67.61,73.7,61.7,45.88,58.54,75.96,76.60,67.64,84.55,,72.6,72.6,53.10,69.02,43.17,55.50,77.16,67.8,70.05,,79.15,48.59,70.41
2000Jun,68.95,68.52,53.55,63.22,66.8,68.12,74.1,61.7,46.13,60.47,76.03,76.58,70.09,84.81,,72.4,72.7,53.35,68.95,43.17,55.57,77.38,67.7,70.05,,78.89,48.44,70.66
2000May,68.95,68.39,53.62,63.78,67.5,68.47,74.1,61.8,46.30,62.58,75.81,76.64,70.33,84.68,,72.1,72.6,53.67,68.83,43.22,55.79,77.38,68.4,70.47,,79.17,48.49,71.03
2000Apr,69.09,68.45,54.13,64.03,67.5,68.74,74.2,61.8,46.27,64.08,75.96,76.67,70.01,84.65,,71.7,72.6,54.30,68.95,43.31,56.16,77.53,69.2,70.64,,79.17,48.73,71.20
2000Mar,69.28,68.45,55.05,64.36,68.9,69.02,74.2,61.8,47.09,65.31,75.74,76.71,71.44,85.17,,70.7,72.5,54.82,68.89,44.06,56.26,77.75,69.9,71.05,,79.45,48.34,71.74
2000Feb,69.48,68.26,55.23,64.38,69.3,69.09,74.5,62.1,47.19,65.75,75.89,76.63,71.28,85.23,,70.4,72.5,55.58,68.70,44.56,56.56,78.04,70.0,71.47,,79.27,48.59,71.71
2000Jan,68.95,68.32,55.21,64.38,70.1,69.03,74.6,62.0,47.85,65.84,75.81,76.45,69.85,86.00,,70.2,72.4,56.24,68.95,45.01,56.95,78.26,69.6,72.14,,79.68,48.49,71.53
1999Dec,68.62,68.45,55.03,64.37,69.3,69.16,74.8,62.4,47.56,66.63,75.11,76.43,69.70,87.11,,70.3,72.4,56.30,68.31,44.91,57.06,77.60,68.2,72.72,,79.72,48.44,69.89
1999Nov,69.02,68.59,54.77,63.91,,69.39,74.8,62.3,47.67,68.04,75.11,76.13,70.17,88.82,,70.0,72.3,56.34,68.83,44.84,57.31,77.89,66.7,73.73,,79.54,,69.56
1999Oct,69.42,68.59,55.28,64.02,,69.21,74.8,62.4,47.07,68.13,75.81,75.76,69.70,88.66,,69.8,72.2,56.47,68.76,44.94,57.39,74.90,65.8,73.56,,79.26,,69.04
1999Sep,69.75,68.98,55.89,64.16,,69.24,74.9,61.0,47.07,67.95,75.89,75.44,69.54,88.67,,69.4,72.0,56.70,68.83,44.85,57.77,74.83,64.5,73.81,,79.69,,68.09
1999Aug,69.88,69.31,56.67,64.25,,69.24,75.2,61.0,46.89,67.95,76.10,75.53,69.85,88.48,,68.7,71.7,56.92,68.25,44.94,57.68,74.68,62.4,73.31,,78.96,,67.52
1999Jul,69.95,69.31,56.31,64.25,,69.23,75.7,61.2,47.66,68.04,75.46,75.46,69.38,88.60,,68.2,71.6,57.32,68.63,44.94,57.79,74.75,61.4,72.56,,79.77,,67.21
1999Jun,70.14,69.38,54.55,64.10,,69.31,76.2,61.2,47.93,68.31,76.17,75.55,68.98,88.71,,68.2,71.5,57.93,68.51,45.32,58.05,74.68,61.4,72.31,,79.44,,65.09
1999May,69.81,69.38,55.70,64.21,,69.15,76.6,61.0,49.36,67.87,76.03,75.48,67.24,88.78,,68.2,71.2,59.17,68.51,46.02,58.05,74.61,61.6,72.06,,79.81,,65.06
1999Apr,70.21,69.51,56.31,63.28,,68.83,76.8,61.1,49.95,66.46,76.10,75.37,65.66,88.36,,67.9,71.0,60.55,68.44,46.47,58.48,74.46,61.8,71.56,,79.78,,64.99
1999Mar,70.08,69.58,58.01,63.28,,68.39,77.4,61.1,50.75,64.35,76.31,75.19,63.91,88.06,,68.1,70.8,61.08,68.06,47.10,58.50,74.39,62.1,69.97,,79.35,,65.04
1999Feb,70.08,69.71,59.55,63.20,,67.69,78.2,61.1,51.99,60.91,75.96,75.11,62.73,88.91,,68.0,70.6,61.21,68.31,47.23,58.73,74.46,62.2,67.55,,78.99,,64.79
1999Jan,69.68,69.77,60.10,62.95,,67.17,78.5,61.4,52.17,56.60,75.96,74.99,61.86,89.11,,67.4,70.8,61.12,68.38,47.39,58.93,74.53,62.4,67.46,,77.84,,64.32
1998Dec,69.55,69.64,60.83,60.96,,66.85,78.4,60.4,51.97,55.01,74.19,74.91,62.09,87.72,,67.4,70.9,60.52,67.35,47.61,59.31,74.39,62.4,67.38,,78.00,,64.20
1998Nov,69.68,69.97,61.87,60.81,,67.09,78.4,60.3,52.03,55.37,75.25,74.95,64.15,86.71,,67.2,71.0,60.12,67.87,47.52,59.51,74.83,62.3,68.13,,77.12,,64.29
1998Oct,69.48,69.97,64.13,60.85,,67.22,78.6,60.3,52.55,55.81,75.32,74.90,63.99,85.69,,67.1,71.1,60.10,67.67,47.47,59.68,74.83,62.4,67.80,,77.20,,64.18
1998Sep,68.82,70.10,63.78,60.61,,67.44,78.4,61.5,53.19,56.69,75.39,74.82,63.84,84.21,,65.9,71.4,60.18,67.74,47.13,59.77,74.75,62.4,69.13,,77.24,,64.01
1998Aug,68.95,70.10,64.09,60.61,,67.51,78.3,61.5,52.88,57.04,75.04,74.54,64.15,83.44,,65.8,71.6,60.47,67.42,46.78,59.67,74.97,62.2,68.97,,77.46,,63.81
1998Jul,68.22,70.04,63.87,60.39,,67.49,78.3,61.0,52.84,57.04,74.75,74.12,64.55,82.53,,65.7,71.7,60.61,67.29,46.74,59.49,74.97,62.0,68.97,,77.45,,63.98
1998Jun,68.22,70.04,65.39,60.38,,67.47,78.3,61.0,52.73,57.30,74.61,73.98,64.23,82.84,,65.5,72.0,60.96,67.35,47.22,59.44,74.90,62.2,68.63,,77.24,,64.27
1998May,67.76,69.84,64.03,59.81,,67.45,78.1,61.2,52.92,57.39,73.90,73.83,64.07,80.39,,65.3,72.2,61.92,66.84,47.76,59.31,74.53,62.9,69.05,,76.77,,64.37
1998Apr,67.30,69.84,61.88,59.63,,67.36,78.0,61.1,53.16,57.57,72.35,73.53,64.23,77.13,,65.1,72.5,62.90,66.33,48.34,59.21,73.00,63.0,68.88,,76.37,,64.28
1998Mar,67.03,69.77,58.91,59.22,,67.43,77.6,60.1,53.24,57.74,72.84,73.44,65.66,75.49,,63.4,72.7,63.25,66.46,48.91,59.07,74.02,62.6,68.38,,75.87,,64.45
1998Feb,67.10,69.64,58.10,59.03,,67.71,77.3,60.4,53.52,58.54,72.84,73.57,68.67,75.14,,63.2,73.0,63.54,65.94,49.18,58.18,73.73,61.8,68.30,,76.00,,64.01
1998Jan,66.57,68.85,58.90,58.58,,67.90,77.2,60.3,52.68,59.42,72.91,73.19,70.81,77.11,,63.0,73.2,63.81,65.69,49.86,56.91,73.88,60.9,69.13,,75.27,,63.52
